rank,publication_id,doi,url,pmid,pmcid,title,source_title,anthology_title,publisher,mesh_terms,pubyear,volume,issue,pagination,open_access,publication_type,authors,authors_affiliations,research_organizations_-_standardized,grid_ids,city_of_research_organization,state_of_research_organization,country_of_research_organization,funder,funder_group,funder_country,uids_of_supporting_grants,supporting_grants,times_cited,recent_citations,rcr,fcr,source_linkout,dimensions_url,for_(anzsrc)_categories,for_1,for_2,for_3,for_4,for_5,rcdc_categories,rcdc_1,rcdc_2,rcdc_3,rcdc_4,rcdc_5,hrcs_hc_categories,hrcs_hc_1,hrcs_hc_2,hrcs_hc_3,hrcs_hc_4,hrcs_hc_5,hrcs_rac_categories,hrcs_rac_1,hrcs_rac_2,hrcs_rac_3,hrcs_rac_4,hrcs_rac_5,health_research_areas,broad_research_areas,icrp_cancer_types,icrp_cancer_types_1,icrp_cancer_types_2,icrp_cancer_types_3,icrp_cancer_types_4,icrp_cancer_types_5,icrp_cso_categories,icrp_cso_1,icrp_cso_2,icrp_cso_3,icrp_cso_4,icrp_cso_5,domain,search_note,norm_rank,dataset
71,pub.1051269271,10.1016/j.jand.2015.10.018,www.doi.org/10.1016/j.jand.2015.10.018,26680608,PMC4733391,Emerging Opportunities for Registered Dietitian Nutritionists to Help Raise a Healthier Generation of Native American Youth,Journal of the Academy of Nutrition and Dietetics,,Elsevier,"Adolescent; Alaska; Child; Culturally Competent Care; Diet; Health Promotion; Health Status Disparities; Humans; Indians, North American; Infant; Inuits; Nutrition Policy; Nutritionists; Patient Education as Topic; Patient Participation; Professional Role",2016,116,2,219-225,"All OA; Green, Accepted",article,"Fleischhacker, Sheila","Fleischhacker, Sheila ()",,,,,,National Institute of Mental Health,NIH,United States,grant.2685444,T32MH075854,2,1,0.68,0,http://europepmc.org/articles/pmc4733391?pdf=render,https://app.dimensions.ai/details/publication/pub.1051269271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.112721417,dataset-346
71,pub.1083889840,10.1177/1524500417692526,www.doi.org/10.1177/1524500417692526,,,Mapping a WIC Mother’s Journey,Social Marketing Quarterly,,SAGE Publications,,2017,23,2,137-154,Closed,article,"Panzera, Anthony D.; Bryant, Carol A.; Hawkins, Fran; Goff, Rhonda; Napier, Ashley; Schneider, Tali; Kirby, Russell S.; Coulter, Martha L.; Sappenfield, William M.; Baldwin, Julie; O’Rourke, Kathleen","Panzera, Anthony D. (Food and Nutrition Service); Bryant, Carol A. (University of South Florida); Hawkins, Fran (); Goff, Rhonda (); Napier, Ashley (); Schneider, Tali (University of South Florida); Kirby, Russell S. (University of South Florida); Coulter, Martha L. (University of South Florida); Sappenfield, William M. (University of South Florida); Baldwin, Julie (Northern Arizona University); O’Rourke, Kathleen (University of South Florida)",University of South Florida; Food and Nutrition Service; Northern Arizona University,grid.170693.a; grid.478135.c; grid.261120.6,Tampa; Alexandria; Flagstaff,Florida; Virginia; Arizona,United States; United States; United States,,,,,,0,0,0,0,,https://app.dimensions.ai/details/publication/pub.1083889840,1117 Public Health and Health Services; 1111 Nutrition and Dietetics,1117 Public Health and Health Services,1111 Nutrition and Dietetics,,,,Nutrition; Pediatric; Clinical Research,Nutrition,Pediatric,Clinical Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.112721417,dataset-346
73,pub.1040150766,10.1111/coep.12123,www.doi.org/10.1111/coep.12123,,,WIC PARTICIPATION AND MATERNAL BEHAVIOR: BREASTFEEDING AND WORK LEAVE,Contemporary Economic Policy,,Wiley,,2016,34,1,158-172,Closed,article,"Bullinger, Lindsey Rose; Gurley‐Calvez, Tami","Bullinger, Lindsey Rose (); Gurley‐Calvez, Tami (University of Kansas)",University of Kansas,grid.266515.3,Lawrence,Kansas,United States,,,,,,2,2,0,0.67,,https://app.dimensions.ai/details/publication/pub.1040150766,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Infant Mortality/ (LBW); Nutrition; Pediatric,Infant Mortality/ (LBW),Nutrition,Pediatric,,,Reproductive Health and Childbirth,Reproductive Health and Childbirth,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND (WIC OR ""women, infants and Children"") AND ""Program Data""'",0.1125,dataset-346
73,pub.1085112258,10.1017/s1742170517000102,www.doi.org/10.1017/s1742170517000102,,,"Women, Infants and Children (WIC) Program redemptions at California farmers’ markets: making the program work for farmers and participants",Renewable Agriculture and Food Systems,,Cambridge University Press (CUP),,2018,33,4,13-Jan,Closed,article,"Saitone, Tina L.; McLaughlin, Patrick W.","Saitone, Tina L. (University of California System); McLaughlin, Patrick W. (United States Department of Agriculture)",University of California System; United States Department of Agriculture,grid.30389.31; grid.417548.b,Oakland; Washington D.C.,California; District of Columbia,United States; United States,California Department of Food and Agriculture,,United States,,,1,1,0,0,,https://app.dimensions.ai/details/publication/pub.1085112258,1402 Applied Economics,1402 Applied Economics,,,,,Pediatric,Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND (WIC OR ""women, infants and Children"") AND ""Program Data""'",0.1125,dataset-346
73,pub.1040150766,10.1111/coep.12123,www.doi.org/10.1111/coep.12123,,,WIC PARTICIPATION AND MATERNAL BEHAVIOR: BREASTFEEDING AND WORK LEAVE,Contemporary Economic Policy,,Wiley,,2016,34,1,158-172,Closed,article,"Bullinger, Lindsey Rose; Gurley‐Calvez, Tami","Bullinger, Lindsey Rose (); Gurley‐Calvez, Tami (University of Kansas)",University of Kansas,grid.266515.3,Lawrence,Kansas,United States,,,,,,2,2,0,0.67,,https://app.dimensions.ai/details/publication/pub.1040150766,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Infant Mortality/ (LBW); Nutrition; Pediatric,Infant Mortality/ (LBW),Nutrition,Pediatric,,,Reproductive Health and Childbirth,Reproductive Health and Childbirth,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND (WIC OR ""women, infants and Children"") AND ""Program Data""'",0.112324493,dataset-346
73,pub.1085112258,10.1017/s1742170517000102,www.doi.org/10.1017/s1742170517000102,,,"Women, Infants and Children (WIC) Program redemptions at California farmers’ markets: making the program work for farmers and participants",Renewable Agriculture and Food Systems,,Cambridge University Press (CUP),,2018,33,4,13-Jan,Closed,article,"Saitone, Tina L.; McLaughlin, Patrick W.","Saitone, Tina L. (University of California System); McLaughlin, Patrick W. (United States Department of Agriculture)",University of California System; United States Department of Agriculture,grid.30389.31; grid.417548.b,Oakland; Washington D.C.,California; District of Columbia,United States; United States,California Department of Food and Agriculture,,United States,,,1,1,0,0,,https://app.dimensions.ai/details/publication/pub.1085112258,1402 Applied Economics,1402 Applied Economics,,,,,Pediatric,Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND (WIC OR ""women, infants and Children"") AND ""Program Data""'",0.112324493,dataset-346
70,pub.1050384142,10.1161/cir.0000000000000410,www.doi.org/10.1161/cir.0000000000000410,27045139,,Evidence-Based Policy Making,Circulation,,Wolters Kluwer,American Heart Association; Cardiovascular Diseases; Evidence-Based Practice; Humans; Policy Making; Tobacco Products; United States,2016,133,18,e615-e653,All OA; Bronze,article,"Labarthe, Darwin R; Goldstein, Larry B; Antman, Elliott M; Arnett, Donna K; Fonarow, Gregg C; Alberts, Mark J; Hayman, Laura L; Khera, Amit; Sallis, James F; Daniels, Stephen R; Sacco, Ralph L; Li, Suhui; Ku, Leighton; Lantz, Paula M; Robinson, Jennifer G; Creager, Mark A; Van Horn, Linda; Kris-Etherton, Penny; Bhatnagar, Aruni; Whitsel, Laurie P","Labarthe, Darwin R (); Goldstein, Larry B (); Antman, Elliott M (); Arnett, Donna K (); Fonarow, Gregg C (); Alberts, Mark J (); Hayman, Laura L (); Khera, Amit (); Sallis, James F (); Daniels, Stephen R (); Sacco, Ralph L (); Li, Suhui (); Ku, Leighton (); Lantz, Paula M (); Robinson, Jennifer G (); Creager, Mark A (); Van Horn, Linda (); Kris-Etherton, Penny (); Bhatnagar, Aruni (); Whitsel, Laurie P ()",,,,,,,,,,,17,16,1.81,7.74,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000000410,https://app.dimensions.ai/details/publication/pub.1050384142,1117 Public Health and Health Services; 1605 Policy and Administration,1117 Public Health and Health Services,1605 Policy and Administration,,,,Pediatric; Prevention; Cardiovascular; Heart Disease,Pediatric,Prevention,Cardiovascular,Heart Disease,,Stroke; Cardiovascular,Stroke,Cardiovascular,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.111111111,dataset-346
70,pub.1092310836,10.1186/s12889-017-4864-9,www.doi.org/10.1186/s12889-017-4864-9,29061141,PMC5653995,A multi-stakeholder evaluation of the Baltimore City virtual supermarket program,BMC Public Health,,Springer Nature,"Adult; Aged; Aged, 80 and over; Baltimore; Commerce; Feasibility Studies; Female; Food Assistance; Food Supply; Humans; Male; Middle Aged; Obesity; Poverty Areas; Program Evaluation; Residence Characteristics; Stakeholder Participation; User-Computer Interface",2017,17,1,837,All OA; Pure Gold,article,"Lagisetty, Pooja; Flamm, Laura; Rak, Summer; Landgraf, Jessica; Heisler, Michele; Forman, Jane","Lagisetty, Pooja (University of Michigan); Flamm, Laura (Baltimore City Health Department); Rak, Summer (Baltimore City Health Department); Landgraf, Jessica (Michigan State University); Heisler, Michele (University of Michigan); Forman, Jane (University of Michigan)",Michigan State University; University of Michigan; Baltimore City Health Department,grid.17088.36; grid.214458.e; grid.414187.f,East Lansing; Ann Arbor; Baltimore,Michigan; Michigan; Maryland,United States; United States; United States,Robert Wood Johnson Foundation,,United States,,,4,4,1.19,2.33,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-017-4864-9,https://app.dimensions.ai/details/publication/pub.1092310836,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Nutrition; Clinical Trials and Supportive Activities; Clinical Research; Obesity,Nutrition,Clinical Trials and Supportive Activities,Clinical Research,Obesity,,,,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.111111111,dataset-346
70,pub.1099727253,10.1080/19320248.2017.1393366,www.doi.org/10.1080/19320248.2017.1393366,,,Nutrition impacts in a randomized trial of summer food benefits to prevent childhood hunger in U.S. schoolchildren,Journal of Hunger & Environmental Nutrition,,Taylor & Francis,,2018,13,3,18-Jan,Closed,article,"Briefel, Ronette R.; Collins, Ann M.; Wolf, Anne; Gordon, Anne R.; Cabili, Charlotte L.; Klerman, Jacob A.","Briefel, Ronette R. (Mathematica Policy Research); Collins, Ann M. (Abt Associates (United States)); Wolf, Anne (Abt Associates (United States)); Gordon, Anne R. (Mathematica Policy Research); Cabili, Charlotte L. (Mathematica Policy Research); Klerman, Jacob A. (Abt Associates (United States))",Mathematica Policy Research; Abt Associates (United States),grid.419482.2; grid.417585.a,Princeton; Cambridge,New Jersey; Massachusetts,United States; United States,United States Department of Agriculture; National Cancer Institute,USDA; NIH,United States; United States,,,1,1,0,0,,https://app.dimensions.ai/details/publication/pub.1099727253,1111 Nutrition and Dietetics,1111 Nutrition and Dietetics,,,,,Nutrition; Pediatric,Nutrition,Pediatric,,,,,,,,,,3.3 Nutrition and chemoprevention,3.3 Nutrition and chemoprevention,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.111111111,dataset-346
69,pub.1049581642,10.1201/9781315365749-12,www.doi.org/10.1201/9781315365749-12,,,Food Security and Child Malnutrition,,Food Security and Child Malnutrition,Taylor & Francis,,2016,,,213-244,Closed,chapter,"Joyce, Katherine M.; Breen, Amanda; De Cuba, Stephanie Ettinger; Cook, John T.; Barrett, Kathleen W.; Paik, Grace; Rishi, Natasha; Pullen, Bianca; Schiffmiller, Ashley; Frank, Deborah A.","Joyce, Katherine M. (); Breen, Amanda (); De Cuba, Stephanie Ettinger (); Cook, John T. (); Barrett, Kathleen W. (); Paik, Grace (); Rishi, Natasha (); Pullen, Bianca (); Schiffmiller, Ashley (); Frank, Deborah A. ()",,,,,,,,,,,0,0,0,0,,https://app.dimensions.ai/details/publication/pub.1049581642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.109500805,dataset-346
69,pub.1032107364,10.1111/j.1746-1561.1997.tb06289.x,www.doi.org/10.1111/j.1746-1561.1997.tb06289.x,8990041,,Guidelines for School Health Programs to Promote Lifelong Healthy Eating,Journal of School Health,,Wiley,Adolescent; Adolescent Nutritional Physiological Phenomena; Child; Child Nutritional Physiological Phenomena; Feeding Behavior; Guidelines as Topic; Health Promotion; Humans; School Health Services,1997,67,1,26-Sep,Closed,article,,,,,,,,,,,,,81,6,2.2,0,,https://app.dimensions.ai/details/publication/pub.1032107364,1117 Public Health and Health Services; 1701 Psychology; 1111 Nutrition and Dietetics; 1303 Specialist Studies In Education,1117 Public Health and Health Services,1701 Psychology,1111 Nutrition and Dietetics,1303 Specialist Studies In Education,,Clinical Research; Prevention; Nutrition; Pediatric; Behavioral and Social Science; Obesity,Clinical Research,Prevention,Nutrition,Pediatric,Behavioral and Social Science,Oral and Gastrointestinal; Cardiovascular; Stroke,Oral and Gastrointestinal,Cardiovascular,Stroke,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.109500805,dataset-346
69,pub.1013518945,10.1016/j.jpubeco.2010.12.006,www.doi.org/10.1016/j.jpubeco.2010.12.006,,,Can targeted transfers improve birth outcomes? Evidence from the introduction of the WIC program,Journal of Public Economics,,Elsevier,,2011,95,8-Jul,813-827,Closed,article,"Hoynes, Hilary; Page, Marianne; Stevens, Ann Huff","Hoynes, Hilary (); Page, Marianne (); Stevens, Ann Huff ()",,,,,,United States Department of Agriculture,USDA,United States,,,61,23,0,7.97,,https://app.dimensions.ai/details/publication/pub.1013518945,1117 Public Health and Health Services; 1114 Paediatrics and Reproductive Medicine,1117 Public Health and Health Services,1114 Paediatrics and Reproductive Medicine,,,,Infant Mortality/ (LBW); Prevention; Nutrition; Perinatal - Birth - Preterm (LBW); Perinatal Period - Conditions Originating in Perinatal Period; Pediatric,Infant Mortality/ (LBW),Prevention,Nutrition,Perinatal - Birth - Preterm (LBW),Perinatal Period - Conditions Originating in Perinatal Period,Reproductive Health and Childbirth,Reproductive Health and Childbirth,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.109500805,dataset-346
69,pub.1002274327,10.1097/00017285-199609000-00009,www.doi.org/10.1097/00017285-199609000-00009,,,WIC Nutrition Risk Criteria,Nutrition Today,,Wolters Kluwer,,1996,31,5,216,Closed,article,"PORTER, DONNA V.","PORTER, DONNA V. ()",,,,,,,,,,,17,0,0,0,,https://app.dimensions.ai/details/publication/pub.1002274327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.109500805,dataset-346
69,pub.1053535300,10.1007/s10903-006-9031-9,www.doi.org/10.1007/s10903-006-9031-9,17245656,,Cultural Adaptation Resources for Nutrition and Health in New Immigrants in Central North Carolina,Journal of Immigrant and Minority Health,,Springer Nature,Acculturation; Community Health Services; Counseling; Emigration and Immigration; Food Services; Food Supply; Health Services Accessibility; Health Status; Humans; North Carolina; Nutritional Status; Social Support,2007,9,3,205-212,"All OA; Green, Submitted",article,"Morrison, Sharon D.; Haldeman, Lauren; Sudha, S.; Gruber, Kenneth J.; Bailey, Raleigh","Morrison, Sharon D. (University of North Carolina at Greensboro); Haldeman, Lauren (University of North Carolina at Greensboro); Sudha, S. (University of North Carolina at Greensboro); Gruber, Kenneth J. (University of North Carolina at Greensboro); Bailey, Raleigh (University of North Carolina at Greensboro)",University of North Carolina at Greensboro,grid.266860.c,Greensboro,North Carolina,United States,United States Food and Drug Administration,,United States,,,7,1,0.32,0.58,http://libres.uncg.edu/ir/uncg/f/K_Gruber_Cultural_2007.pdf,https://app.dimensions.ai/details/publication/pub.1053535300,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Basic Behavioral and Social Science; Mental Health; Clinical Research; Health Services; Prevention; Nutrition; Behavioral and Social Science,Basic Behavioral and Social Science,Mental Health,Clinical Research,Health Services,Prevention,,,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.109500805,dataset-346
69,pub.1031563417,10.1111/j.1465-7287.2010.00203.x,www.doi.org/10.1111/j.1465-7287.2010.00203.x,,,"FORECASTING WOMEN, INFANTS, AND CHILDREN CASELOADS: A COMPARISON OF VECTOR AUTOREGRESSION AND AUTOREGRESSIVE INTEGRATED MOVING AVERAGE APPROACHES",Contemporary Economic Policy,,Wiley,,2011,29,1,46-55,Closed,article,"LAZARIU, VICTORIA; YU, CHENGXUAN; GUNDERSEN, CRAIG","LAZARIU, VICTORIA (New York State Department of Health); YU, CHENGXUAN (New York State Department of Health); GUNDERSEN, CRAIG (University of Illinois at Urbana Champaign)",University of Illinois at Urbana Champaign; New York State Department of Health,grid.35403.31; grid.238491.5,Urbana; Albany,Illinois; New York,United States; United States,,,,,,2,0,0,0.27,,https://app.dimensions.ai/details/publication/pub.1031563417,1114 Paediatrics and Reproductive Medicine,1114 Paediatrics and Reproductive Medicine,,,,,Pediatric,Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.109500805,dataset-346
69,pub.1020389134,10.1215/03616878-2007-010,www.doi.org/10.1215/03616878-2007-010,17519473,,Distributing State Children's Health Insurance Program Funds: A Critical Review of the Design and Implementation of the Funding Formula,Journal of Health Politics Policy and Law,,Duke University Press,Child; Child Health Services; Health Services Accessibility; Humans; Medical Assistance; Organizational Objectives; Quality of Health Care; State Health Plans; United States,2007,32,3,415-455,"All OA; Green, Submitted",article,"Blewett, Lynn A; Davern, Michael","Blewett, Lynn A (University of Minnesota); Davern, Michael ()",University of Minnesota,grid.17635.36,Minneapolis,Minnesota,United States,,,,,,14,1,0.37,2.37,http://jhppl.dukejournals.org/cgi/reprint/32/3/415.pdf,https://app.dimensions.ai/details/publication/pub.1020389134,1402 Applied Economics,1402 Applied Economics,,,,,,,,,,,,,,,,,,,,,,,Population & Society,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.109500805,dataset-346
69,pub.1023245345,10.1016/j.childyouth.2009.09.005,www.doi.org/10.1016/j.childyouth.2009.09.005,,,The effect of WIC on breastfeeding: A new look at an established relationship,Children and Youth Services Review,,Elsevier,,2010,32,2,264-273,Closed,article,"Jiang, Miao; Foster, E. Michael; Gibson-Davis, Christina M.","Jiang, Miao (University of North Carolina at Chapel Hill); Foster, E. Michael (University of North Carolina at Chapel Hill); Gibson-Davis, Christina M. (Duke University)",Duke University; University of North Carolina at Chapel Hill,grid.26009.3d; grid.10698.36,Durham; Chapel Hill,North Carolina; North Carolina,United States; United States,,,,,,15,4,0,1.75,,https://app.dimensions.ai/details/publication/pub.1023245345,1117 Public Health and Health Services; 1114 Paediatrics and Reproductive Medicine,1117 Public Health and Health Services,1114 Paediatrics and Reproductive Medicine,,,,Nutrition; Pediatric; Prevention,Nutrition,Pediatric,Prevention,,,Reproductive Health and Childbirth,Reproductive Health and Childbirth,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.109500805,dataset-346
69,pub.1047447411,10.1016/j.jand.2013.01.008,www.doi.org/10.1016/j.jand.2013.01.008,23438489,,The Academy of Nutrition and Dietetics' Public Policy Priorities Overview,Journal of the Academy of Nutrition and Dietetics,,Elsevier,Consumer Advocacy; Dietetics; Evidence-Based Medicine; Humans; Licensure; Nutrition Policy; Public Policy; United States,2013,113,3,392-395,Closed,article,"Cody, Mildred M; Tuma, Pepin Andrew","Cody, Mildred M (); Tuma, Pepin Andrew ()",,,,,,,,,,,3,2,0.37,0,,https://app.dimensions.ai/details/publication/pub.1047447411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.109500805,dataset-346
69,pub.1016332490,10.1016/j.childyouth.2004.08.014,www.doi.org/10.1016/j.childyouth.2004.08.014,,,A dynamic analysis of the well-being of WIC recipients and eligible non-recipients,Children and Youth Services Review,,Elsevier,,2005,27,1,99-114,Closed,article,"Gundersen, Craig","Gundersen, Craig (Iowa State University)",Iowa State University,grid.34421.30,Ames,Iowa,United States,,,,,,6,0,0,0.6,,https://app.dimensions.ai/details/publication/pub.1016332490,1402 Applied Economics; 1117 Public Health and Health Services; 1114 Paediatrics and Reproductive Medicine,1402 Applied Economics,1117 Public Health and Health Services,1114 Paediatrics and Reproductive Medicine,,,Nutrition; Pediatric; Clinical Research,Nutrition,Pediatric,Clinical Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.109500805,dataset-346
69,pub.1038477679,10.1353/ken.2012.0002,www.doi.org/10.1353/ken.2012.0002,22787957,,Autonomous Abortions: The Inhibiting of Women's Autonomy through Legal Ultrasound Requirements,Kennedy Institute of Ethics Journal,,Johns Hopkins University Press,"Abortion, Legal; Choice Behavior; Female; Humans; Personal Autonomy; Ultrasonography, Prenatal; United States; Women's Health",2012,22,1,35-58,Closed,article,"Rocha, James","Rocha, James (Louisiana State University)",Louisiana State University,grid.64337.35,Baton Rouge,Louisiana,United States,,,,,,0,0,0,0,,https://app.dimensions.ai/details/publication/pub.1038477679,1801 Law,1801 Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.109500805,dataset-346
68,pub.1046416215,10.1016/s0022-3182(89)80242-0,www.doi.org/10.1016/s0022-3182(89)80242-0,,,The NET program: A ten-year perspective,Journal of Nutrition Education and Behavior,,Elsevier,,1989,21,1,38-42,Closed,article,"Kalina, Barbara B.; Philipps, Carol A.; Minns, Helen V.","Kalina, Barbara B. (Minnesota Department of Education); Philipps, Carol A. (Wisconsin Department of Public Instruction); Minns, Helen V. (Tennessee Department of Education)",Minnesota Department of Education; Wisconsin Department of Public Instruction; Tennessee Department of Education,grid.436236.6; grid.439291.4; grid.438634.e,Roseville; Madison; Nashville,Minnesota; Wisconsin; Tennessee,United States; United States; United States,,,,,,12,0,0,0,,https://app.dimensions.ai/details/publication/pub.1046416215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.107890499,dataset-346
68,pub.1086087765,10.3168/jds.s0022-0302(78)94422-3,www.doi.org/10.3168/jds.s0022-0302(78)94422-3,,,Resources Available and Recommended Research in Nutrition,Journal of Dairy Science,,American Dairy Science Association,,1978,61,5,632-642,Closed,article,"Speckmann, Elwood W.","Speckmann, Elwood W. ()",,,,,,,,,,,0,0,0,0,,https://app.dimensions.ai/details/publication/pub.1086087765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.107890499,dataset-346
68,pub.1021041876,10.1016/j.jneb.2011.01.009,www.doi.org/10.1016/j.jneb.2011.01.009,21683285,,Enhancing the Delivery of Supplemental Nutrition Assistance Program Education through Geographic Information Systems,Journal of Nutrition Education and Behavior,,Elsevier,California; Geographic Information Systems; Health Education; Humans; Nutrition Assessment; Public Assistance,2011,43,4,s148-s151,Closed,article,"Stone, Matthew","Stone, Matthew (University of San Francisco; California Department of Public Health)",University of San Francisco; California Department of Public Health,grid.267103.1; grid.236815.b,San Francisco; Sacramento,California; California,United States; United States,,,,,,1,0,0.1,0,,https://app.dimensions.ai/details/publication/pub.1021041876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.107890499,dataset-346
67,pub.1002738600,10.1016/s1499-4046(06)60228-5,www.doi.org/10.1016/s1499-4046(06)60228-5,15544722,,IMPACT Position Paper: SNE,Journal of Nutrition Education and Behavior,,Elsevier,Health Promotion; Humans; Nutrition Policy; Nutritional Sciences; Obesity; Societies; United States,2004,36,4,169-171,Closed,article,"Orr, Robin; Thompson, Paulette; McCullum, Christine; Gerrior, Shirley; Murphy, Ellen; Mitchell, Rita; Harmon, Alison","Orr, Robin (); Thompson, Paulette (); McCullum, Christine (); Gerrior, Shirley (); Murphy, Ellen (); Mitchell, Rita (); Harmon, Alison ()",,,,,,,,,,,1,0,0,0,,https://app.dimensions.ai/details/publication/pub.1002738600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.106280193,dataset-346
