datasets,doi,journal,search_term,title,url
dataset-622,10.1016/j.margeo.2018.04.007,"{'id': 'jour.1026150', 'title': 'Marine Geology'}",datums,"Insights into barrier-island stability derived from transgressive/regressive state changes of Parramore Island, Virginia",
dataset-622,10.1016/j.quascirev.2018.07.031,Quaternary Science Reviews,datums,Holocene sea-level database from the Atlantic coast of Europe,https://hal.archives-ouvertes.fr/hal-01861105/file/EGU2018-15020-1.pdf
dataset-622,10.1155/2018/6172670,BioMed Research International,datums,Do Patients with Second Primary Colorectal Cancer Hold the Similar Prognosis and Therapeutic Benefits as Those with Initial Primary Colorectal Cancer?,http://downloads.hindawi.com/journals/bmri/2018/6172670.pdf
dataset-622,10.1115/detc2018-85109,,datums,On Algorithms and Heuristics for Constrained Least-Squares Fitting of Circles and Spheres to Support Standards,
dataset-622,10.1115/detc2018-85272,,datums,Design Exploration of Reliably Manufacturable Materials and Structures With Applications to a Microstereolithography System,
dataset-622,10.1080/1064119x.2017.1366608,"{'id': 'jour.1139553', 'title': 'Marine Georesources and Geotechnology'}",datums,Persian gulf and Oman sea tide modeling using satellite altimetry and tide gauge data (TM-IR01),
dataset-622,10.14714/cp90.1449,"{'id': 'jour.1138530', 'title': 'Cartographic Perspectives'}",datums,Map Projection Education in General Cartography Textbooks: A Content Analysis,
dataset-622,10.1088/1757-899x/393/1/012085,IOP Conference Series Materials Science and Engineering,datums,An investigation of geometrical accuracy of desktop 3D printers using CMM,https://iopscience.iop.org/article/10.1088/1757-899X/393/1/012085/pdf
dataset-622,10.5194/bg-2018-340,Biogeosciences Discussions,datums,Vivianite formation in methane-rich deep-sea sediments from the South China Sea,https://doi.org/10.5194/bg-2018-340
dataset-622,10.1007/s11852-018-0605-1,Journal of Coastal Conservation,datums,Adding to the toolbox for tidal-inundation mapping in estuarine areas,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6416087
dataset-622,10.1088/1742-6596/1065/14/142015,Journal of Physics Conference Series,datums,Computer aided explanation of geometrical tolerancing,https://iopscience.iop.org/article/10.1088/1742-6596/1065/14/142015/pdf
dataset-622,10.1007/s12583-018-0786-4,"{'id': 'jour.1044312', 'title': 'Journal of Earth Science'}",datums,"Permian-Triassic Charophytes: Distribution, Biostratigraphy and Biotic Events",
dataset-622,10.1016/j.cretres.2017.10.015,"{'id': 'jour.1052618', 'title': 'Cretaceous Research'}",datums,"Ammonite biostratigraphy of the Sierra del Patrón section (Durango State, Mexico) and its bearing on the lower/upper Aptian boundary of the Central Atlantic Province",
dataset-622,10.1016/j.jhevol.2018.02.012,"{'id': 'jour.1015853', 'title': 'Journal of Human Evolution'}",datums,A 2Ma old baboon-like monkey from Northern Greece and new evidence to support the Paradolichopithecus – Procynocephalus synonymy (Primates: Cercopithecidae),
dataset-622,10.1016/j.jas.2018.05.012,Journal of Archaeological Science,datums,"Aboriginal stone-walled intertidal fishtrap morphology, function and chronology investigated with high-resolution close-range Unmanned Aerial Vehicle photogrammetry",https://doi.org/10.1016/j.jas.2018.05.012
dataset-622,10.1007/s00190-017-1103-1,Journal of Geodesy,datums,The New Zealand gravimetric quasigeoid model 2017 that incorporates nationwide airborne gravimetry,https://espace.curtin.edu.au/bitstream/20.500.11937/60274/2/259076.pdf
dataset-622,10.3390/ijgi7080289,ISPRS International Journal of Geo-Information,datums,A New Method for the Assessment of Spatial Accuracy and Completeness of OpenStreetMap Building Footprints,https://www.mdpi.com/2220-9964/7/8/289/pdf
dataset-622,10.4314/njt.v37i3.3,Nigerian Journal of Technology,datums,"Hydro-geophysical survey of groundwater development in Okha community (along Sapele road), Ikpoba Okha L.G.A. Edo state",https://www.ajol.info/index.php/njt/article/download/174963/164352
dataset-622,10.1117/12.2312034,,datums,Design and production of DESI slit assemblies,
dataset-622,10.1117/12.2312386,,datums,The abstract observatory: an interface for networking telescopes,
dataset-622,10.1117/12.2309875,,datums,DESI focal plate alignment,http://discovery.ucl.ac.uk/10060419/1/1070643.pdf
dataset-622,10.5194/cp-14-991-2018,Climate of the Past,datums,"Paleoceanography and ice sheet variability offshore Wilkes Land, Antarctica – Part 1: Insights from late Oligocene astronomically paced contourite sedimentation",https://www.clim-past.net/14/991/2018/cp-14-991-2018.pdf
dataset-622,10.1080/10402381.2017.1412374,"{'id': 'jour.1045776', 'title': 'Lake and Reservoir Management'}",datums,"Effects of water level and climate on the hydrodynamics and water quality of Anvil Lake, Wisconsin, a shallow seepage lake",
dataset-622,10.1016/j.precisioneng.2018.03.001,"{'id': 'jour.1053442', 'title': 'Precision Engineering'}",datums,Detection and monitoring of defects on three-dimensional curved surfaces based on high-density point cloud data,
dataset-622,10.1007/s00170-018-1920-2,"{'id': 'jour.1043671', 'title': 'The International Journal of Advanced Manufacturing Technology'}",datums,A comprehensive review of tolerance analysis models,
dataset-622,10.1016/j.margeo.2018.04.009,"{'id': 'jour.1026150', 'title': 'Marine Geology'}",datums,Reconstruction of repeated quaternary slope failures in the northern South China Sea,
dataset-622,10.1109/jsac.2018.2824623,"{'id': 'jour.1033569', 'title': 'IEEE Journal on Selected Areas in Communications'}",datums,Secure Satellite-Terrestrial Transmission Over Incumbent Terrestrial Networks via Cooperative Beamforming,
dataset-622,10.1007/s00190-017-1096-9,"{'id': 'jour.1052480', 'title': 'Journal of Geodesy'}",datums,Vertical and horizontal spheroidal boundary-value problems,
dataset-622,10.1016/j.revmic.2018.05.001,"{'id': 'jour.1034482', 'title': 'Revue de Micropaléontologie'}",datums,Wilkes Land Late Pleistocene diatom age model: From bio-events to quantitative biostratigraphy,
dataset-622,10.1088/1742-6596/1050/1/012028,Journal of Physics Conference Series,datums,Methodical uncertainty in the two-point measurement of parts prismatic elements linear dimensions,https://iopscience.iop.org/article/10.1088/1742-6596/1050/1/012028/pdf
dataset-622,10.1144/jgs2017-153,"{'id': 'jour.1026123', 'title': 'Journal of the Geological Society'}",datums,Triassic fault reactivation in eastern Saudi Arabia: implications for shear and fluid systems on the southern margin of Neotethys,
dataset-622,10.1007/s00170-018-1977-y,"{'id': 'jour.1043671', 'title': 'The International Journal of Advanced Manufacturing Technology'}",datums,Towards a tolerance representation model for generating tolerance specification schemes and corresponding tolerance zones,
dataset-622,10.1007/s00170-018-2052-4,"{'id': 'jour.1043671', 'title': 'The International Journal of Advanced Manufacturing Technology'}",datums,The correlational design method of the dimension tolerance and geometric tolerance for applying material conditions,
dataset-622,10.1109/igarss.2018.8519072,,datums,Deformation of Bhuj Earthquake Area Obtained with Persistent Scatterer Interferometric Analysis of Alos L-Band Sar Data,
dataset-622,10.1016/j.quascirev.2018.04.022,Quaternary Science Reviews,datums,"Paleoclimatic and paleoceanographic records through Marine Isotope Stage 19 at the Chiba composite section, central Japan: A key reference for the Early–Middle Pleistocene Subseries boundary",https://doi.org/10.1016/j.quascirev.2018.04.022
dataset-622,10.1029/2017tc004724,"{'id': 'jour.1137407', 'title': 'Tectonics'}",datums,"Neotectonics of the Big Sur Bend, San Gregorio‐Hosgri Fault System, Central California",
dataset-622,10.1016/j.cretres.2017.07.001,"{'id': 'jour.1052618', 'title': 'Cretaceous Research'}",datums,"Inoceramid bivalves from the Coniacian (Upper Cretaceous) of the Staffhorst shaft (Lower Saxony, Germany) – Stratigraphical significance of a unique succession",
dataset-622,10.1016/j.cretres.2017.05.002,"{'id': 'jour.1052618', 'title': 'Cretaceous Research'}",datums,Upper Cretaceous shallow-marine deposits of the southwestern Münsterland (northwest Germany) influenced by synsedimentary tectonics,
dataset-622,10.1007/s00170-018-1947-4,"{'id': 'jour.1043671', 'title': 'The International Journal of Advanced Manufacturing Technology'}",datums,“What-if” scenarios towards virtual assembly-state mounting for non-rigid parts inspection using permissible loads,
dataset-622,10.1111/jam.13761,"{'id': 'jour.1041460', 'title': 'Journal of Applied Microbiology'}",datums,Effects of flask configuration on biofilm growth and metabolites of intertidal Cyanobacteria isolated from a mangrove forest,
dataset-622,10.5194/se-2018-57,Solid Earth (SE),datums,Cross-continental age calibration of the Jurassic/Cretaceous boundary,https://doi.org/10.5194/se-2018-57
dataset-622,10.1115/msec2018-6305,,datums,Toward a New Mathematical Definition of Datums in Standards to Support Advanced Manufacturing,
dataset-622,10.1115/msec2018-6391,,datums,Identifying High-Value CAD Models: An Exploratory Study on Dimensional Variability As Complexity Indicator,
dataset-622,10.5194/os-2018-62,Ocean Science Discussions,datums,Tidal variability in the Hong Kong region,https://www.ocean-sci-discuss.net/os-2018-62/os-2018-62.pdf
dataset-622,10.3390/s18061882,Sensors,datums,An Auto-Calibrating Knee Flexion-Extension Axis Estimator Using Principal Component Analysis with Inertial Sensors,https://www.mdpi.com/1424-8220/18/6/1882/pdf
dataset-622,10.1088/1361-6633/aab409,Reports on Progress in Physics,datums,Atomic clocks for geodesy,http://arxiv.org/pdf/1803.01585
dataset-622,10.14358/pers.84.6.337,Photogrammetric Engineering & Remote Sensing,datums,SectorInsights.com,https://doi.org/10.14358/pers.84.6.337
dataset-622,10.1115/1.4039380,"{'id': 'jour.1049902', 'title': 'Journal of Computing and Information Science in Engineering'}",datums,The Strategy of Datum Reference Frame Selection Based on Statistical Learning,
dataset-622,10.1029/2017jc013645,Journal of Geophysical Research Oceans,datums,"Relative Sea Level, Tides, and Extreme Water Levels in Boston Harbor From 1825 to 2018",https://doi.org/10.1029/2017jc013645
dataset-622,10.1016/j.cels.2018.06.001,"{'id': 'jour.1051716', 'title': 'Cell Systems'}",datums,Phenotypic Image Analysis Software Tools for Exploring and Understanding Big Image Data from Cell-Based Assays,
dataset-622,10.1016/j.margeo.2018.03.001,"{'id': 'jour.1026150', 'title': 'Marine Geology'}",datums,Mississippi River subaqueous delta is entering a stage of retrogradation,
dataset-622,10.1016/j.marmicro.2018.05.005,"{'id': 'jour.1023049', 'title': 'Marine Micropaleontology'}",datums,Benthic foraminifera from the Carnarvon Ramp reveal variability in Leeuwin Current activity (Western Australia) since the Pliocene,
dataset-622,10.1109/bgc-geomatics.2018.00018,,datums,Application of Robust Estimation in Polynomial Modelling,
dataset-622,10.5194/isprs-archives-xlii-2-1129-2018,"ISPRS - International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",datums,GIS-HBIM INTEGRATION FOR THE MANAGEMENT OF HISTORICAL BUILDINGS,https://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XLII-2/1129/2018/isprs-archives-XLII-2-1129-2018.pdf
dataset-622,10.7717/peerj.4876,PeerJ,datums,Top-down and bottom-up controls on southern New England salt marsh crab populations,https://peerj.com/articles/4876.pdf
dataset-622,10.4324/9781315153513,,datums,Integrated Process and Fixture Planning,
dataset-622,10.3390/geosciences8050184,Geosciences,datums,Bathymetry and Canyons of the Eastern Bering Sea Slope,https://www.mdpi.com/2076-3263/8/5/184/pdf
dataset-622,10.5194/ica-proc-1-4-2018,Proceedings of the ICA,datums,Identifying and Allocating Geodetic Systems to historical oil gas wells by using high-resolution satellite imagery,https://www.proc-int-cartogr-assoc.net/1/4/2018/ica-proc-1-4-2018.pdf
dataset-622,,"{'id': 'jour.1371339', 'title': 'arXiv'}",datums,"Focal Plate Structure Alignment of the Dark Energy Spectroscopic
  Instrument",
dataset-622,10.1080/01490419.2017.1397067,"{'id': 'jour.1138511', 'title': 'Marine Geodesy'}",datums,Instantaneous Shorelines as an Intermediate for Island Shoreline Mapping based on Aerial/Satellite Stereo Images,
dataset-622,10.1088/1361-6501/aaaca0,Measurement Science and Technology,datums,Application of probabilistic modelling for the uncertainty evaluation of alignment measurements of large accelerator magnets assemblies,https://iopscience.iop.org/article/10.1088/1361-6501/aaaca0/pdf
dataset-622,10.1130/b31796.1,"{'id': 'jour.1026121', 'title': 'Geological Society of America Bulletin'}",datums,Evidence of tectonism based on differential uplift of the Falmouth Formation of Jamaica,
dataset-622,10.1111/iar.12252,Island Arc,datums,The origin of strata within the inner accretionary prism of Nankai Trough: Evidence from clay mineral assemblages along the NanTroSEIZE transect,https://doi.org/10.1111/iar.12252
dataset-622,10.1007/s00024-017-1522-1,Pure and Applied Geophysics,datums,An Improbable Observation of the Diurnal Core Resonance,https://escholarship.org/content/qt5vx5m5wh/qt5vx5m5wh.pdf?t=pc2nej
dataset-622,10.1016/j.jseaes.2018.05.010,"{'id': 'jour.1137495', 'title': 'Journal of Asian Earth Sciences'}",datums,"The age of genus Macrocephalites Zittel and the Bathonian biostratigraphy of the Kachchh basin (Western India, South Tethys)",
dataset-622,10.1144/petgeo2017-011,"{'id': 'jour.1139709', 'title': 'Petroleum Geoscience'}",datums,Hormuz salt distribution and influence on structural style in NE Saudi Arabia,
dataset-622,10.1111/iar.12244,Island Arc,datums,One Million Years tephra record at IODP Sites U1436 and U1437: Insights into explosive volcanism from the Japan and Izu arcs,https://onlinelibrary.wiley.com/doi/pdf/10.1111/iar.12244
dataset-622,10.1109/ipdps.2018.00023,,datums,Architectural support for unlimited memory versioning and renaming,
dataset-622,10.1029/2017pa003158,"{'id': 'jour.1300470', 'title': 'Paleoceanography and Paleoclimatology'}",datums,Turonian Sea Level and Paleoclimatic Events in Astronomically Tuned Records From the Tropical North Atlantic and Western Interior Seaway,
dataset-622,10.1007/s00190-017-1075-1,Journal of Geodesy,datums,Geodetic methods to determine the relativistic redshift at the level of 10-18 in the context of international timescales: a review and practical results,https://link.springer.com/content/pdf/10.1007%2Fs00190-017-1075-1.pdf
dataset-622,10.1016/j.jafrearsci.2018.01.018,"{'id': 'jour.1284251', 'title': 'Journal of African Earth Sciences'}",datums,Late Neogene foraminifera from the northern Namibian continental shelf and the transition to the Benguela Upwelling System,
dataset-622,10.1016/j.addma.2018.03.029,"{'id': 'jour.1147513', 'title': 'Additive Manufacturing'}",datums,Experimental sampling of the Z-axis error and laser positioning error of an EOSINT M280 DMLS machine,
dataset-622,10.1029/2017jc013434,Journal of Geophysical Research Oceans,datums,Numerical Modeling of Historical Storm Tides and Waves and Their Interactions Along the U.S. East and Gulf Coasts,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2017JC013434
dataset-622,10.1016/j.cretres.2017.12.010,"{'id': 'jour.1052618', 'title': 'Cretaceous Research'}",datums,Tethyan plankton bioevents calibrated to stable isotopes across the upper Santonian–lower Campanian transition in north-western Tunisia,
dataset-622,10.1016/j.jcta.2017.11.017,Journal of Combinatorial Theory Series A,datums,On metric graphs with prescribed gonality,http://arxiv.org/pdf/1602.05542
dataset-622,10.1109/eais.2018.8397175,,datums,Active Fuzzy Rule Induction,
dataset-622,10.1111/maec.12470,Marine Ecology,datums,Citizen science monitoring of marine protected areas: Case studies and recommendations for integration into monitoring programs,https://onlinelibrary.wiley.com/doi/pdf/10.1111/maec.12470
dataset-622,10.1016/j.quascirev.2018.03.004,"{'id': 'jour.1040733', 'title': 'Quaternary Science Reviews'}",datums,Orbital time scale records of Asian eolian dust from the Sea of Japan since the early Pliocene,
dataset-622,10.1007/s41748-018-0036-z,Earth Systems and Environment,datums,"Comments on the Paper “Is the Sea Level Stable at Aden, Yemen?” by Albert Parker and Clifford D. Ollier in Earth Systems and Environment (Volume 1, December 2017)",https://link.springer.com/content/pdf/10.1007%2Fs41748-018-0036-z.pdf
dataset-622,10.1016/j.margeo.2018.02.010,"{'id': 'jour.1026150', 'title': 'Marine Geology'}",datums,Episodic reef growth in the granitic Seychelles during the Last Interglacial: Implications for polar ice sheet dynamics,
dataset-622,10.3846/gac.2018.269,Geodesy and Cartography,datums,Verification of floor planarity by trigonometrical measurement of heights on a 5-storey monolithic building,https://journals.vgtu.lt/index.php/GAC/article/download/269/1044
dataset-622,10.3390/w10050561,Water,datums,Influence of Gravel-Bed Porosity and Grain Orientation on Bulk Flow Resistance,https://www.mdpi.com/2073-4441/10/5/561/pdf
dataset-622,10.1101/299032,bioRxiv,datums,Container-based bioinformatics with Pachyderm,https://www.biorxiv.org/content/biorxiv/early/2018/04/20/299032.full.pdf
dataset-622,10.2110/jsr.2018.20,"{'id': 'jour.1137011', 'title': 'Journal of Sedimentary Research'}",datums,"Interpreting Stratal Architecture in Shelf-top Carbonate Systems: an Example from the Seven Rivers Formation, Mckittrick Canyon, New Mexico, U.S.A.",
dataset-622,10.1080/15361055.2017.1406238,"{'id': 'jour.1295082', 'title': 'Fusion Science & Technology'}",datums,"Fabrication, Assembly, and Metrology of the Neutron Imaging Pinhole",
dataset-622,10.1080/15361055.2017.1389604,"{'id': 'jour.1295082', 'title': 'Fusion Science & Technology'}",datums,Fabrication of the Metal Particle in Plastic Bead Target for the LLE Ultra-Strong-Spherical Shock Campaign,
dataset-622,10.14358/pers.84.4.215,"{'id': 'jour.1042026', 'title': 'Photogrammetric Engineering & Remote Sensing'}",datums,Life Cycle of Control Point Positions: A Case Study Using a Multi-State Control Point Database (MCPD),
dataset-622,10.1016/j.earscirev.2018.02.012,Earth-Science Reviews,datums,South Pacific evidence for the long-term climate impact of the Cretaceous/Paleogene boundary event,https://research-information.bristol.ac.uk/files/146261067/Taylor_et_al_5b2017_resubmission_5d.pdf
dataset-622,10.1088/1742-6596/998/1/012011,Journal of Physics Conference Series,datums,Two-point method uncertainty during control and measurement of cylindrical element diameters,https://iopscience.iop.org/article/10.1088/1742-6596/998/1/012011/pdf
dataset-622,10.1007/s12517-018-3447-0,"{'id': 'jour.1135927', 'title': 'Arabian Journal of Geosciences'}",datums,"A strontium isotopic, petrographic, and Ostracoda biostratigraphic study of Middle-Late Miocene sequences: implications of record in the Silifke–Erdemli/Mersin, southern Turkey",
dataset-622,10.1016/j.scs.2017.12.020,"{'id': 'jour.1141177', 'title': 'Sustainable Cities and Society'}",datums,A sparse representation-based image resolution improvement method by processing multiple dictionary pairs with latent Dirichlet allocation model for street view images,
dataset-622,10.2517/2017pr020,"{'id': 'jour.1141968', 'title': 'Paleontological Research'}",datums,Integrated Upper Triassic Conodont and Radiolarian Biostratigraphies of the Panthalassa Ocean,
dataset-622,10.1002/arp.1592,"{'id': 'jour.1048126', 'title': 'Archaeological Prospection'}",datums,"Virtual simulation of a late antique shipwreck at Marzamemi, Sicily: Integrated processes for 3D documentation, analysis and representation of underwater archaeological data",
dataset-622,10.1007/s11852-017-0585-6,"{'id': 'jour.1136116', 'title': 'Journal of Coastal Conservation'}",datums,Deconstructing responses of sandy beach arthropodofauna to shoreline erosion: looking for the proper spatial scale to monitor biodiversity,
dataset-622,10.1007/s00170-017-1551-z,"{'id': 'jour.1043671', 'title': 'The International Journal of Advanced Manufacturing Technology'}",datums,Fixture layout optimization in multi-station sheet metal assembly considering assembly sequence and datum scheme,
dataset-622,10.1785/0120170269,"{'id': 'jour.1137291', 'title': 'Bulletin of the Seismological Society of America'}",datums,Revising Estimates of Spatially Variable Subsidence during the A.D. 1700 Cascadia Earthquake Using a Bayesian Foraminiferal Transfer FunctionRevising Estimates of Spatially Variable Subsidence,
dataset-622,10.1016/j.geomorph.2017.10.014,"{'id': 'jour.1044680', 'title': 'Geomorphology'}",datums,"A geomorphic and tectonic model for the formation of the flight of Holocene marine terraces at Mahia Peninsula, New Zealand",
dataset-622,10.1134/s1875372818020038,"{'id': 'jour.1136471', 'title': 'Geography and Natural Resources'}",datums,The Siberian School of Experimental Geomorphology,
dataset-622,10.1016/j.jafrearsci.2017.11.031,"{'id': 'jour.1284251', 'title': 'Journal of African Earth Sciences'}",datums,A new approach to biostratigraphy in the Karoo retroarc foreland system: Utilising restricted-range palynomorphs and their first appearance datums for correlation,
dataset-622,10.1088/1742-6596/998/1/012012,Journal of Physics Conference Series,datums,The linear sizes tolerances and fits system modernization,https://iopscience.iop.org/article/10.1088/1742-6596/998/1/012012/pdf
dataset-622,10.1016/j.jafrearsci.2018.01.014,"{'id': 'jour.1284251', 'title': 'Journal of African Earth Sciences'}",datums,Late Paleogene-early Neogene dinoflagellate cyst biostratigraphy of the eastern Equatorial Atlantic,
dataset-622,10.1016/j.earscirev.2018.02.011,"{'id': 'jour.1052623', 'title': 'Earth-Science Reviews'}",datums,"Low-latitudinal standard Permian radiolarian biostratigraphy for multiple purposes with Unitary Association, Graphic Correlation, and Bayesian inference methods",
dataset-622,10.1088/1742-6596/998/1/012044,Journal of Physics Conference Series,datums,Accuracy increase of the coordinate measurement based on the model production of geometrical parts specifications,https://doi.org/10.1088/1742-6596/998/1/012044
dataset-622,10.1515/math-2018-0023,Open Mathematics,datums,On nonlinear evolution equation of second order in Banach spaces,http://www.degruyter.com/downloadpdf/j/math.2018.16.issue-1/math-2018-0023/math-2018-0023.xml
dataset-622,10.1007/s11069-018-3251-x,"{'id': 'jour.1050117', 'title': 'Natural Hazards'}",datums,"Flood hazard assessment from storm tides, rain and sea level rise for a tidal river estuary",
dataset-622,10.2110/jsr.2018.17,"{'id': 'jour.1137011', 'title': 'Journal of Sedimentary Research'}",datums,"Stratigraphy of the Fluvial-To-Marine Transition Zone Associated With A Forced-Regressive Compound Incised-Valley System In the Turonian Ferron Notom Delta, Utah, U.S.A.",
dataset-622,10.5194/cp-14-321-2018,Climate of the Past,datums,Reinforcing the North Atlantic backbone: revision and extension of the composite splice at ODP Site 982,https://www.clim-past.net/14/321/2018/cp-14-321-2018.pdf
dataset-622,10.1115/1.4038184,"{'id': 'jour.1137193', 'title': 'Journal of Manufacturing Science and Engineering'}",datums,Fault Diagnosis in Multi-Station Assembly Systems using Spatially Correlated Bayesian Learning Algorithm,
dataset-622,10.1115/1.4038686,"{'id': 'jour.1033314', 'title': 'Journal of Mechanical Design'}",datums,Automated Manufacturing Process Selection during Conceptual Design,
dataset-622,10.1016/j.ecss.2017.12.001,"{'id': 'jour.1120689', 'title': 'Estuarine Coastal and Shelf Science'}",datums,"Volcanic ash deposition, eelgrass beds, and inshore habitat loss from the 1920s to the 1990s at Chignik, Alaska",
dataset-622,10.1016/j.coastaleng.2017.12.004,"{'id': 'jour.1137566', 'title': 'Coastal Engineering'}",datums,Assessing the impact of extreme storms on barrier beaches along the Atlantic coastline: Application to the southern Rhode Island coast,
dataset-622,10.1016/j.ecss.2018.01.006,"{'id': 'jour.1120689', 'title': 'Estuarine Coastal and Shelf Science'}",datums,Climate-related variation in plant peak biomass and growth phenology across Pacific Northwest tidal marshes,
dataset-622,10.1109/compem.2018.8496672,,datums,GPU Parallel Acceleration of Beam Tracing for Propagation Prediction in Urban Environments,
dataset-622,10.1111/aman.12982,"{'id': 'jour.1055099', 'title': 'American Anthropologist'}",datums,The Sterkfontein Caves after Eighty Years of Paleoanthropological Research: The Journey Continues,
dataset-622,10.1007/s40328-017-0204-x,Acta Geodaetica et Geophysica,datums,Preliminary results of GOCE-based height system unification between Greece and Turkey over marine and land areas,http://real.mtak.hu/86683/1/40328_2017_204_OnlinePDF.pdf
dataset-622,10.1007/s12517-018-3441-6,"{'id': 'jour.1135927', 'title': 'Arabian Journal of Geosciences'}",datums,A novel three-direction datum transformation of geodetic coordinates for Egypt using artificial neural network approach,
dataset-622,10.1007/s00531-017-1505-6,"{'id': 'jour.1297490', 'title': 'International Journal of Earth Sciences'}",datums,"Interhemispheric teleconnections: Late Pliocene change in Mediterranean outflow water linked to changes in Indonesian Through-Flow and Atlantic Meridional Overturning Circulation, a review and update",
dataset-622,10.1007/s00170-017-1241-x,"{'id': 'jour.1043671', 'title': 'The International Journal of Advanced Manufacturing Technology'}",datums,An automatic generation method of the coordinate system for automatic assembly tolerance analysis,
dataset-622,10.1371/journal.pone.0192029,PLoS ONE,datums,"Middle and Later Stone Age chronology of Kisese II rockshelter (UNESCO World Heritage Kondoa Rock-Art Sites), Tanzania",https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0192029&type=printable
dataset-622,,"{'id': 'jour.1371339', 'title': 'arXiv'}",datums,"On uniqueness of weak solutions of the incompressible Navier-Stokes
  equations in 3-dimensional case",
dataset-622,10.2110/jsr.2018.8,"{'id': 'jour.1137011', 'title': 'Journal of Sedimentary Research'}",datums,Methods For Restoring and Describing Ancient Clinoform Surfaces,
dataset-622,10.1130/ges01569.1,Geosphere,datums,The sedimentary imprint of Pleistocene glacio-eustasy: Implications for global correlations of seismic sequences,https://pubs.geoscienceworld.org/gsa/geosphere/article-pdf/14/1/265/4035246/265.pdf
dataset-622,10.1177/0885412218760672,"{'id': 'jour.1050067', 'title': 'Journal of Planning Literature'}",datums,Abstracts,
dataset-622,10.1007/s12205-017-1895-9,"{'id': 'jour.1136365', 'title': 'KSCE Journal of Civil Engineering'}",datums,Using law enforcing thematic maps for public announcements in South Korea,
dataset-622,10.1002/2017pa003238,Paleoceanography and Paleoclimatology,datums,No Change in Southern Ocean Circulation in the Indian Ocean From the Eocene Through Late Oligocene,https://eprints.soton.ac.uk/418084/2/2017PA003238.pdf
dataset-622,10.1007/s11214-017-0431-z,Space Science Reviews,datums,High Performance Clocks and Gravity Field Determination,http://arxiv.org/pdf/1702.06761
dataset-622,10.1017/s1743921318001862,"{'id': 'jour.1136925', 'title': 'Proceedings of the International Astronomical Union'}",datums,Evolution of structures with an open magnetic flux over a hundred years,
dataset-622,10.1007/s00190-017-1053-7,Journal of Geodesy,datums,The first Australian gravimetric quasigeoid model with location-specific uncertainty estimates,https://link.springer.com/content/pdf/10.1007%2Fs00190-017-1053-7.pdf
dataset-622,10.1016/j.cretres.2017.09.020,"{'id': 'jour.1052618', 'title': 'Cretaceous Research'}",datums,"An integrated study of upper Campanian-lower Maastrichtian carbon isotopes and calcareous plankton biostratigraphy of the Kurdistan Region, northeastern Iraq",
dataset-622,10.1016/j.jhydrol.2017.11.052,Journal of Hydrology,datums,A data assimilation system combining CryoSat-2 data and hydrodynamic river models,http://orbit.dtu.dk/en/publications/a-data-assimilation-system-combining-cryosat2-data-and-hydrodynamic-river-models(ea7c00d1-0ef3-4c85-8125-432486c064c5).html
dataset-622,10.1177/0954405416646001,Proceedings of the Institution of Mechanical Engineers Part B Journal of Engineering Manufacture,datums,Nonlinear dynamic modeling and adaptive sliding control of the milling head for efficient and powerful machining,http://journals.sagepub.com/doi/pdf/10.1177/0954405416646001
dataset-622,10.1016/j.landurbplan.2017.02.010,"{'id': 'jour.1028245', 'title': 'Landscape and Urban Planning'}",datums,Modeling and predicting natural gas fracking pad landscapes require a multidisciplinary approach: A commentary,
dataset-622,10.1016/j.jafrearsci.2017.11.010,"{'id': 'jour.1284251', 'title': 'Journal of African Earth Sciences'}",datums,"Changing palaeoenvironments and tetrapod populations in the Daptocephalus Assemblage Zone (Karoo Basin, South Africa) indicate early onset of the Permo-Triassic mass extinction",
dataset-622,10.1016/j.knosys.2017.11.013,"{'id': 'jour.1050258', 'title': 'Knowledge-Based Systems'}",datums,Towards an ontology-supported case-based reasoning approach for computer-aided tolerance specification,
dataset-622,10.1515/jag-2017-0028,"{'id': 'jour.1143297', 'title': 'Journal of Applied Geodesy'}",datums,Testing deformation hypotheses by constraints on a time series of geodetic observations,
dataset-622,10.3389/fpls.2017.02144,Frontiers in Plant Science,datums,Considerations for Achieving Cross-Platform Point Cloud Data Fusion across Different Dryland Ecosystem Structural States,https://www.frontiersin.org/articles/10.3389/fpls.2017.02144/pdf
dataset-622,10.5194/jm-37-1-2018,Journal of Micropalaeontology,datums,Quaternary radiolarian biostratigraphy in the subarctic northeastern Pacific (IODP Expedition 341 Site U1417) and synchroneity of bioevents across the North Pacific,https://www.j-micropalaeontol.net/37/1/2018/jm-37-1-2018.pdf
dataset-622,10.5194/jm-37-105-2018,Journal of Micropalaeontology,datums,"Stratigraphic calibration of Oligocene–Miocene organic-walled dinoflagellate cysts from offshore Wilkes Land, East Antarctica, and a zonation proposal",https://www.j-micropalaeontol.net/37/105/2018/jm-37-105-2018.pdf
dataset-622,10.3390/rs10010062,Remote Sensing,datums,"3-D Water Vapor Tomography in Wuhan from GPS, BDS and GLONASS Observations",https://www.mdpi.com/2072-4292/10/1/62/pdf
