title,authors,journal,bbk_dataset,dataset_notes,paper,doi,url
The Long Shadow of the Berlin Wall,"Buch, C and F Toubal",Journal of Macroeconomics,MIDI,,Working_Paper_Buch_Toubal,,https://ssrn.com/abstract=2745394
Taxation and Capital Structure Choice – Evidence from a Panel of German Multinationals,"Büttner, T, M Overesch, U Schreiber and G Wamser ", Economics Letters,MIDI,,Working_Paper_Buettner_Overesch_Schreiber_Wamser,,https://ssrn.com/abstract=981120
The Effects of Multinationals’ Profit Shifting Activities on Real Investments,"Overesch, M",National Tax Journal,MIDI,,Working_Paper_Overesch,,https://ssrn.com/abstract=1080553
Who Cares about Corporate Taxation? Asymmetric Tax Effects on Outbound FDI,"Overesch, M and G Wamser",The World Economy,MIDI,,,,https://ssrn.com/abstract=1521266
 Profit shifting in the EU: Evidence from Germany,"Weichenrieder, A J ", International Tax and Public Finance,MIDI,,Working_Paper_Weichenrieder,,https://ssrn.com/abstract=998420
Job Creation Abroad and Worker Retention at Home,"Mündler, M and S Becker", The Analysis of Firms and Employees: Quantitative and Qualitative Approaches,MIDI,,,,
Corporate Tax Planning and Thin-Capitalization Rules: Evidence from a Quasi Experiment,"Overesch, M., and G. Wamser",Applied Economics,MIDI,,,,
" Foreign direct investment, corporate finance, and the life cycle of investment","Gersl, A., and M. Hlavacek",Czech Journal of Economics and Finance,MIDI,,,,
Foreign direct investment and the Czech corporate sector: potential risks to financial stability,"Gersl, A., and M. Hlavacek","Financial Stability Report 2006, Czech National Bank",MIDI,,,,
"Where Enterprises Lead, People Follow? Links Between Migration and German FDI","Buch, C.M., Kleinert, J., and F. Toubal",European Economic Review,MIDI,,Working_Paper_Buch_M_Kleinert_Toubal,,https://ssrn.com/abstract=523962
 Location Choice and Employment Decisions: A Comparison of German and Swedish Multinationals,"Becker, S. O., K. Ekholm, R. Jäckle, and M.-A. Muendler",Review of World Economics,MIDI,,Working_Paper_Muendler_Jäckle_Ekholm_Becker,,https://ssrn.com/abstract=648081
The organization of knowledge in multinational firms,"Gumpert, A.",BBk Discussion Paper,MIDI,,Working_Paper_Gumpert,,https://ssrn.com/abstract=231202
Environmental Regulation and Foreign Direct Investment: The Role of Mode of Entry,"Bialek, S. and Weichenrieder, Alfons J.",,MIDI,,Working_Paper_Bialek_Weichenrieder,,
At Your Service! The Role of Tax Havens in International Trade with Services,"Hebous, Shafik and Niels Johannesen ",,MIDI,,Working_Paper_Hebous_Johannesen,,https://ssrn.com/abstract=2627083
