doi,journal,keywords,title,url,dataset
10.1186/s40100-016-0054-9,,"Food Security Scale,Household Food Insecurity,Mexico,FSSM,Econ Tier 3",Determinants of household food insecurity in Mexico,https://www.doi.org/10.1186/s40100-016-0054-9,",,,,dataset-049,,,"
10.1016/j.worlddev.2015.03.006,,"Food Security,Poverty,Simultaneous Probit,Experiential Scale,Urban Slums,FSSM,Econ Tier 1",Poverty–Food Security Nexus: Evidence from a Survey of Urban Slum Dwellers in Kolkata,https://www.doi.org/10.1016/j.worlddev.2015.03.006,",,,,dataset-049,,,"
10.1007/s10900015-0147-5,,"Food Bank,Food Insecurity,Client Neets,Vulnerable,Review,FSSM,NonE Tier 2",The role of food banks in addressing food insecurity: a systematic review,https://www.doi.org/10.1007/s10900015-0147-5,",,,,dataset-049,,,"
doi: 10.17269/cjph.107.5692.,,"Food Skills,Gardens,Household Food Insecurity,Canada,FSSM,NonE Tier 2",Adults' food skills and use of gardens are not associated with household food insecurity in Canada.,https://www.doi.org/doi: 10.17269/cjph.107.5692.,",,,,dataset-049,,,"
10.1017/s1368980014001050,,"Food Insecurity,Questionnaires,Validity,Reliability,Systematic Review,NHANES-FSQ,Citation,FSSM,NonE Tier 1",Household food insecurity: a systematic review of the measuring instruments used in epidemiological studies,https://www.doi.org/10.1017/s1368980014001050,",,,dataset-048,dataset-049,dataset-017,,"
10.1016/j.jand.2015.01.003,Journal of the Academy of Nutrition and Dietetics,"Body Mass Index,Child,Child Development,Child Nutritional Physiological Phenomena,Child, Preschool,Cohort Studies,Cross-Sectional Studies,Diet,Family Characteristics,Female,Food Supply,Humans,Male,Nutrition Policy,Nutrition Surveys,Obesity,Patient Compliance,Prevalence,Reproducibility of Results,Risk,United States,NHANES-FSQ,Analyzed,FSSM,NonE Tier 1",The Association between Food Insecurity and Obesity in Children-The National Health and Nutrition Examination Survey,http://www.ncbi.nlm.nih.gov/pubmed/25737437,",,,dataset-048,dataset-049,dataset-017,,"
10.1016/j.jand.2016.06.008,Journal of the Academy of Nutrition and Dietetics,"Anemia,Family Characteristics,Female,Food Supply,Humans,Incidence,Infant,Logistic Models,Longitudinal Studies,Male,Massachusetts,Odds Ratio,Poverty,Risk Factors,FSSM,NonE Tier 1",Household Food Security Status Is Associated with Anemia Risk at Age 18 Months among Low-Income Infants in Massachusetts,http://www.ncbi.nlm.nih.gov/pubmed/27451132,",,,,dataset-049,,,"
10.1080/19320248.2015.1045670,,"Household Food Insecurity,Metropolitan Areas,Local Economic Contexts,Shelter Costs,Affordable Housing,FSSM,NonE Tier 3",Economic Predictors of Household Food Insecurity in Canadian Metropolitan Areas,https://www.doi.org/10.1080/19320248.2015.1045670,",,,,dataset-049,,,"
10.1016/j.socscimed.2015.12.020,Social science & medicine,"Adolescent,Child,Child, Preschool,Female,Food Services,Food Supply,Humans,Lunch,Male,Poverty,Public Assistance,Schools,United States,SIPP-FS,Analyzed,NonE Tier 1",Low-income Children's participation in the National School Lunch Program and household food insufficiency,http://www.ncbi.nlm.nih.gov/pubmed/26722983,",,,,,,,"
10.1017/S1368980012004053,Public health nutrition,"Adult,Employment,Family Characteristics,Female,Food Supply,Health Surveys,Humans,Income,Logistic Models,Male,Multivariate Analysis,Poverty,Quebec,FSSM,NonE Tier 1",When working is not enough: food insecurity in the Canadian labour force,http://www.ncbi.nlm.nih.gov/pubmed/22958521,",,,,dataset-049,,,"
doi.org/10.17269/cjph.105.4520,,"Food Insecurity,Nutritional Deficiencies,Iron,Growth,Children,Indigenous Health,FSSM,NonE Tier 2",Food insecurity and nutritional biomarkers in relation to stature in Inuit children from Nunavik,https://www.doi.org/doi.org/10.17269/cjph.105.4520,",,,,dataset-049,,,"
10.1016/j.jrurstud.2016.02.001,,"Diversificatoin,Well-Being,Caste,Inequality,Nepal,Rural,FSSM,NonE Tier 1","Rural livelihood diversification and household well-being: Insights from Humla, Nepal",https://www.doi.org/10.1016/j.jrurstud.2016.02.001,",,,,dataset-049,,,"
10.1016/j.jand.2016.04.004,Journal of the Academy of Nutrition and Dietetics,"Adolescent,Depression/psychology,Feeding Behavior,Female,Food Supply,Health Behavior,Humans,Logistic Models,Male,Prevalence,Students,Universities,Urban Population,Young Adult,FSSM,NonE Tier 1","Factors Related to the High Rates of Food Insecurity among Diverse, Urban College Freshmen",http://www.ncbi.nlm.nih.gov/pubmed/27212147,",,,,dataset-049,,,"
10.1017/S1368980015000725,Public health nutrition,"Adolescent,Adult,Aged,Child,Cross-Sectional Studies,Deficiency Diseases,Diet,Energy Intake,Family Characteristics,Feeding Behavior,Female,Food Supply,Humans,Infant,Male,Malnutrition,Nutrition Policy,Nutrition Surveys,Patient Compliance,Prevalence,Republic of Korea,Socioeconomic Factors,FSSM,NonE Tier 1",Household food insecurity and dietary intake in Korea: results from the 2012 Korea National Health and Nutrition Examination Survey,http://www.ncbi.nlm.nih.gov/pubmed/25828606,",,,,dataset-049,,,"
10.1377/hlthaff.2015.0641,Health affairs,"Blood Glucose,Diabetes Mellitus,Food Supply,Health Promotion,Healthy Diet,Humans,Pilot Projects,United States,FSSM,NonE Tier 1",A Pilot Food Bank Intervention Featuring Diabetes-Appropriate Food Improved Glycemic Control Among Clients In Three States,http://www.ncbi.nlm.nih.gov/pubmed/26526255,",,,,dataset-049,,,"
10.1007/s11606-015-3351-1,Journal of general internal medicine,"Adult,Aged,Depression,Diabetes Mellitus,Female,Food Supply,Humans,Hypoglycemic Agents,Male,Medication Adherence,Middle Aged,Poverty,Washington,FSSM,NonE Tier 1","The Relationship Between Food Insecurity and Depression, Diabetes Distress and Medication Adherence Among Low-Income Patients with Poorly-Controlled Diabetes",http://www.ncbi.nlm.nih.gov/pubmed/25917659,",,,,dataset-049,,,"
10.1186/s12889-015-1566-z,BMC public health,"Adult,Body Weight,Cross-Sectional Studies,Diet/economics,Eating,Feeding Behavior,Female,Food Supply,Humans,Male,Nutritional Status,Nutritive Value,Prevalence,Reproducibility of Results,Socioeconomic Factors,Urban Population,Vietnam,Vulnerable Populations,FSSM,NonE Tier 1","Household food insecurity, diet, and weight status in a disadvantaged district of Ho Chi Minh City, Vietnam: a cross-sectional study",http://www.ncbi.nlm.nih.gov/pubmed/25884805,",,,,dataset-049,,,"
10.1016/j.worlddev.2017.01.006,,"Food Security,Food Insecurity,Poverty,Experiential Food Insecurity Scale,FSSM,Econ Tier 1",Who are the World’s Food Insecure? New Evidence from the Food and Agriculture Organization’s Food Insecurity Experience Scale,https://www.doi.org/10.1016/j.worlddev.2017.01.006,",,,,dataset-049,,,"
10.1177/0890117117719620,American journal of health promotion : AJHP,"Continental Population Groups,Cross-Sectional Studies,Ethnic Groups,Female,Food Supply,Health Status,Humans,Hunger,Logistic Models,Male,Mental Health,Risk Factors,Socioeconomic Factors,Universities,FSSM,NonE Tier 2",Student Hunger on Campus: Food Insecurity Among College Students and Implications for Academic Institutions,http://www.ncbi.nlm.nih.gov/pubmed/28699401,",,,,dataset-049,,,"
10.1111/cdev.12764,Child development,"Child Behavior,Child Nutrition Disorders,Child,Food Supply,Humans,Infant,Longitudinal Studies,Mathematics,Poverty,Problem Behavior,Reading,Schools,Social Behavior,United States,FSSM,NonE Tier 1",Associations Between Household Food Insecurity in Early Childhood and Children's Kindergarten Skills,http://www.ncbi.nlm.nih.gov/pubmed/28321849,",,,,dataset-049,,,"
10.1371/journal.pone.0130724,PloS one,"Adaptation,Arabs,Family Characteristics,Female,Food Supply,Humans,Male,Middle East,Refugees,FSSM,NonE Tier 1",Prevalence and Correlates of Food Insecurity among Palestinian Refugees in Lebanon: Data from a Household Survey,http://www.ncbi.nlm.nih.gov/pubmed/26098108,",,,,dataset-049,,,"
10.1007/s10995-015-1797-8,Maternal and child health journal,"Adolescent,Child,Child Development,Child Health,Child, Preschool,Female,Food Supply,Humans,Male,Mental Health,Parents,Poverty,Qualitative Research,Respiration,Stress, Psychological,FSSM,NonE Tier 1","""Do You Wanna Breathe or Eat?"": Parent Perspectives on Child Health Consequences of Food Insecurity, Trade-Offs, and Toxic Stress",http://www.ncbi.nlm.nih.gov/pubmed/26156827,",,,,dataset-049,,,"
10.1016/j.jneb.2015.10.003,Journal of nutrition education and behavior,"Adult,Aged,80 and over,Farmers,Feeding Behavior,Female,Food Assistance,Food Supply,Fruit,Humans,Male,Middle Aged,Pilot Projects,Vegetables,Young Adult,FSSM,NonE Tier 2",Reducing Food Insecurity and Improving Fruit and Vegetable Intake Among Farmers' Market Incentive Program Participants,http://www.ncbi.nlm.nih.gov/pubmed/26598911,",,,,dataset-049,,,"
10.1002/oby.21075,Obesity,"Adaptation,Adult,Depression,Feeding Behavior,Female,Humans,Overweight,Postpartum Period,Pregnancy,Risk Factors,United States,Young Adult,FSSM,NonE Tier 1","Food insecurity during pregnancy leads to stress, disordered eating, and greater postpartum weight among overweight women",http://www.ncbi.nlm.nih.gov/pubmed/25959858,",,,,dataset-049,,,"
10.1016/j.amepre.2015.09.024,American journal of preventive medicine,"Adult,Adult Survivors of Child Adverse Events,Caregivers,Child,Cross-Sectional Studies,Depression,Family Characteristics,Family Relations,Female,Food Supply,Humans,Infant,Logistic Models,Parents,Surveys and Questionnaires,Urban Population,Young Adult,FSSM,NonE Tier 1",Childhood Adversity and Adult Reports of Food Insecurity Among Households With Children,http://www.ncbi.nlm.nih.gov/pubmed/26596189,",,,,dataset-049,,,"
10.1017/S1368980015000403,Public health nutrition,"Adult,Aged,Agriculture,Burundi,Cross-Sectional Studies,Family Characteristics,Food Supply,Humans,Longitudinal Studies,Middle Aged,Nutrition Assessment,Reproducibility of Results,Surveys and Questionnaires,FSSM,NonE Tier 1",Assessing the cross-sectional and inter-temporal validity of the Household Food Insecurity Access Scale (HFIAS) in Burundi,http://www.ncbi.nlm.nih.gov/pubmed/26416289,",,,,dataset-049,,,"
10.1016/j.jadohealth.2015.08.013,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,"Adolescent,Adult,Female,Food Supply,Health Services Accessibility,Health Status,Housing,Humans,Logistic Models,Male,Social Determinants of Health,Substance-Related Disorders,Surveys and Questionnaires,Urban Population,Young Adult,FSSM,NonE Tier 1",Food Insecurity and the Burden of Health-Related Social Problems in an Urban Youth Population,http://www.ncbi.nlm.nih.gov/pubmed/26592328,",,,,dataset-049,,,"
10.1111/j.2047-6310.2012.00143.x,,"Food Insecurity,Food Assistance,Weight Status,US Youth,NHANES-FSQ,Analyzed,NonE Tier 1","Food insecurity, food assistance and weight status in US youth: new evidence from NHANES 2007–08",https://www.doi.org/10.1111/j.2047-6310.2012.00143.x,",,,dataset-048,,dataset-017,,"
10.1016/j.ypmed.2016.05.010,Preventive medicine,"Economic Recession,Europe,Family Characteristics,Food Supply,Health Expenditures,Humans,Public Policy,Unemployment,FSSM,NonE Tier 1",Food insecurity and social protection in Europe: Quasi-natural experiment of Europe's great recessions 2004-2012,http://www.ncbi.nlm.nih.gov/pubmed/27212071,",,,,dataset-049,,,"
doi.org/10.1007/s00127-015-1018-1,,"Food Insecurity,Suicidal Ideation,Adults,Mood Disorders,FSSM,NonE Tier 1",Association of moderate and severe food insecurity with suicidal ideation in adults: national survey data from three Canadian provinces,https://www.doi.org/doi.org/10.1007/s00127-015-1018-1,",,,,dataset-049,,,"
10.1017/S1368980015002888,Public health nutrition,"Adult,African Americans,Baltimore,Cross-Sectional Studies,Family Characteristics,Feeding Behavior,Female,Food Supply,Health Knowledge,Health Attitudes,Health Practice,Humans,Male,Middle Aged,Obesity,Overweight,Poverty,Socioeconomic Factors,United States,FSSM,NonE Tier 1","Food insecurity, overweight and obesity among low-income African-American families in Baltimore City: associations with food-related perceptions",http://www.ncbi.nlm.nih.gov/pubmed/26441159,",,,,dataset-049,,,"
10.1017/S1368980014003036,Public health nutrition,"Adolescent,Adult,Caregivers,Child,Child Abuse,Child Health,Family Characteristics,Female,Food Supply,Humans,Hunger,Male,Mental Health,Mothers,Perception,Philadelphia,Poverty,Risk Factors,Social Environment,Socioeconomic Factors,Young Adult,FSSM,NonE Tier 1",The relationship between childhood adversity and food insecurity: 'It's like a bird nesting in your head',http://www.ncbi.nlm.nih.gov/pubmed/25611561,",,,,dataset-049,,,"
10.4103/jfmpc.jfmpc_185_17,Journal of family medicine and primary care,"Food Security,Nutrition,Sustainable Development Goal,FSSM,JTier N/A",Household food security in an urban slum: Determinants and trends,http://www.ncbi.nlm.nih.gov/pubmed/30234060,",,,,dataset-049,,,"
10.1016/j.childyouth.2015.03.012,,"Food Insecurity,Children,Transitions,ECLS-FS,Analyzed,FSSM,NonE Tier 2",Food insecurity across the first five years: Triggers of onset and exit,https://www.doi.org/10.1016/j.childyouth.2015.03.012,",,,,dataset-049,,,"
10.3102/0013189x17741303,,"Descriptive Analysis,Educational Policy,Higher Education,Postsecondary Education,Poverty,Survey Research,Food Insecurity,Housing Insecurity,FSSM,NonE Tier 1",Going Without: An Exploration of Food and Housing Insecurity Among Undergraduates,https://www.doi.org/10.3102/0013189x17741303,",,,,dataset-049,,,"
10.1503/cmaj.170880,,,Relation between household food insecurity and breastfeeding in Canada,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5860892/,",,,,dataset-313,,,"
10.1503/cmaj.180167,,,Food insecurity and breastfeeding,http://www.cmaj.ca/content/190/11/E310,",,,,dataset-313,,,"
10.1503/cmaj.170880/-/DC1,,"Household Food Insecurity,Breastfeeding,Canada,FSSM,NonE Tier 1",Relation between household food insecurity and breastfeeding in Canada,https://www.doi.org/10.1503/cmaj.170880/-/DC1,",,,,dataset-049,,,"
doi.org/10.1097/DBP.0000000000000383,,"Food Insecurity,Child Behavior,Child Development,Adolescent Mental Health,Maternal Mental Health,FSSM,NonE Tier 1","Association of Food Insecurity with Children's Behavioral, Emotional, and Academic Outcomes: A Systematic Review",https://www.doi.org/doi.org/10.1097/DBP.0000000000000383,",,,,dataset-049,,,"
10.1542/peds.2015-3557,Pediatrics,"Child, Preschool,Diet,Food Assistance,Fruit,Humans,Milk, Human,Nutrition Surveys,Poverty,United States,Vegetables,Whole Grains,NHANES-FSQ,Analyzed,NonE Tier 1",Revised WIC Food Package and Children's Diet Quality,http://www.ncbi.nlm.nih.gov/pubmed/27244804,",,,dataset-048,,dataset-017,,"
10.5530/ami.2015.1.10,,"Food Insufficiency,Nutritional Indicators,Socioeconomic Status,Child Nutrition Status,Bangladesh,FSSM,NonE Tier 3","Household food insufficiency and child nutritional status in urban slum, Dhaka, Bangladesh",https://www.doi.org/10.5530/ami.2015.1.10,",,,,dataset-049,,,"
10.1155/2018/6067283,International journal of pediatrics,"Household Food Insecurity,Psychosocial Dysfunction,Eucador,Elementary Schoolchildren,FSSM,NOnE Tier 3",Household Food Insecurity and Psychosocial Dysfunction in Ecuadorian Elementary Schoolchildren,http://www.ncbi.nlm.nih.gov/pubmed/30186331,",,,,dataset-049,,,"
10.1159/000357595,American journal of nephrology,"Adult,Cross-Sectional Studies,Female,Food,Food Supply,Glomerular Filtration Rate,Humans,Male,Middle Aged,Multivariate Analysis,Nutrition Surveys,Poverty,Renal Insufficiency,Residence Characteristics,Surveys and Questionnaires,United States,Urban Population,Young Adult,NHANES-FSQ,Analyzed,NonE Tier 1",Effect of food insecurity on chronic kidney disease in lower-income Americans,http://www.ncbi.nlm.nih.gov/pubmed/24434743,",,,dataset-048,,dataset-017,,"
10.1017/S136898001600166X,Public health nutrition,"Breast Feeding,Canada,Child, Preschool,Cross-Sectional Studies,Family Characteristics,Female,Food Supply,Health Surveys,Humans,Inuits,Lost to Follow-Up,Male,Proportional Hazards Models,Socioeconomic Factors,Time Factors,FSSM,NonE Tier 1",Household food security and breast-feeding duration among Canadian Inuit,http://www.ncbi.nlm.nih.gov/pubmed/27465413,",,,,dataset-049,,,"
10.1016/j.joep.2016.05.003,,"Household Decision Making,Consumer Attitudes and Behavior,Consumer Economics Empirical Analysis,Food Policy,General Household Analysis,Household Food Security,FSSM,Econ Tier 1","Household food security: Perceptions, behavior and nutritional quality of food purchases",https://www.doi.org/10.1016/j.joep.2016.05.003,",,dataset-001,dataset-002,dataset-049,,,"
10.1080/19320248.2017.1364188,Journal of hunger & environmental nutrition,"African American,Emergency Food,Food Access,Food Security,Poverty,FSSM,NonE Tier 3",Household food security and use of community food sources and food assistance programs among food shoppers in neighborhoods of low income and low food access,http://www.ncbi.nlm.nih.gov/pubmed/30854155,",,,,dataset-049,,,"
10.1017/S1368980012005599,Public health nutrition,"Adult,Aged,Empirical Research,Employment,Family Characteristics,Feeding Behavior,Female,Food Assistance,Food Supply,Humans,Male,Middle Aged,Poverty,Surveys and Questionnaires,Time Factors,CPS-FSS,Analyzed,NonE Tier 1",Time to eat? The relationship between food security and food-related time use,http://www.ncbi.nlm.nih.gov/pubmed/23340255,",,dataset-001,dataset-002,,,,dataset-033"
10.1016/j.jneb.2018.07.013,Journal of nutrition education and behavior,"Food Environment,Food Security,Food Shopping,Motivators,SNAP Recipients,FSSM,NonE Tier 2",Being Motivated by Nutrition Is Associated With Healthy Home Food Environment of Supplemental Nutrition Assistance Program (SNAP) Recipients,http://www.ncbi.nlm.nih.gov/pubmed/30201282,"dataset-026,,,,dataset-049,,,"
10.1016/j.pmedr.2019.100829,Preventive medicine reports,"Food Insecurity,Physical Function,Physical Limitations,Older Adults,NHANES-FSQ,Analyzed,NonE Tier 3",Food insecurity and physical functioning limitations among older U.S. adults,http://www.ncbi.nlm.nih.gov/pubmed/30949424,",,,dataset-048,,dataset-017,,"
doi.org/10.1016/j.jneb.2017.09.006,,"Americans,Cross-Sectional Studies,Diet,Elderly,Food Security,Foods,Health Services,Low-Income Population,Nutritional Adequacy,NHANES-FSQ,Analyzed,NonE Tier 2",Food Insecurity and Perceived Diet Quality Among Low-Income Older Americans with Functional Limitations,https://www.doi.org/doi.org/10.1016/j.jneb.2017.09.006,",,,dataset-048,,dataset-017,,"
10.1016/j.jneb.2017.05.365,Journal of nutrition education and behavior,,"Associations Among Food Insecurity, Academic Performance, and Weight Status in Primary Schoolchildren in Tehran, Iran: A Cross-sectional Study",http://www.ncbi.nlm.nih.gov/pubmed/28870608,",,,,,,,"
10.1016/j.jneb.2016.11.010,Journal of nutrition education and behavior,"Adolescent,Adolescent Nutritional Physiological Phenomena,Caregivers,Child,Child Nutritional Physiological Phenomena,Child, Preschool,Consumer Behavior,Creativity,Cross-Sectional Studies,Diet,Diet Surveys,Family Characteristics,Food Supply,Health Knowledge, Attitudes, Practice,Humans,Meals,Socioeconomic Factors,South Carolina,United States,United States Department of Agriculture,FSSM,NonE Tier 2",Stretching Food and Being Creative: Caregiver Responses to Child Food Insecurity,http://www.ncbi.nlm.nih.gov/pubmed/28073623,",,,,dataset-049,,,"
10.1016/j.jand.2015.02.011,Journal of the Academy of Nutrition and Dietetics,"Adolescent,Adult,Cross-Sectional Studies,Dental Caries,Family Characteristics,Fast Foods,Feeding Behavior,Female,Food Supply,Health Status Disparities,Humans,Male,Medicaid,Middle Aged,Nutrition Surveys,Oral Health,Self Report,Socioeconomic Factors,United States,NHANES-FSQ,Citation,FSSM,NonE Tier 1","Dietary Research to Reduce Children's Oral Health Disparities: An Exploratory Cross-Sectional Analysis of Socioeconomic Status, Food Insecurity, and Fast-Food Consumption",http://www.ncbi.nlm.nih.gov/pubmed/25840937,",,,dataset-048,dataset-049,dataset-017,,"
doi.org/10.1177/156482651403500401,,"Associated Factors,Food Insecurity,Food Intake,Portugal,FSSM,NonE Tier 2",Food Insecurity and Associated Factors in the Portuguese Population,https://www.doi.org/doi.org/10.1177/156482651403500401,",,,,dataset-049,,,"
10.1017/S1368980016000422,Public health nutrition,"Child, Preschool,Cross-Sectional Studies,Family Characteristics,Food Supply,Humans,Military Personnel,Prevalence,Texas,FSSM,NonE Tier 1",Prevalence of food insecurity among military households with children 5 years of age and younger,http://www.ncbi.nlm.nih.gov/pubmed/26976798,",,,,dataset-049,,,"
10.1007/s00181-016-1191-4,,"Supplemental Nutrition Assistance Program,National School Lunch Program,Food Insecurity,Partial Identification,Mixing Problem,Selection Problem,Treatment Effects,Nonparametric Bounds,CPS-FSS,Analyzed,Econ Tier 2",Food assistance programs and food insecurity: implications for Canada in light of the mixing problem,https://www.doi.org/10.1007/s00181-016-1191-4,",,,,,,,dataset-033"
doi.org/10.1002/soej.12344,,"SNAP,School Food Programs,Food Security,Diet Quality,Food Spending,Program Reporting Error,FoodAPS-FS,Analyzed,JTier N/A","The Effect of SNAP and School Food Programs on Food Security, Diet Quality, and Food Spending: Sensitivity to Program Reporting Error ",https://www.doi.org/doi.org/10.1002/soej.12344,"dataset-026,,,,,,,"
10.2105/AJPH.2015.302752,American journal of public health,"Adolescent,Adult,Farmers,Female,Food Supply,Hispanic Americans,Humans,Markov Chains,Middle Aged,North Carolina,Risk Factors,Surveys and Questionnaires,Transients and Migrants,United States,FSSM,NonE Tier 1",Profiles of Food Security for US Farmworker Households and Factors Related to Dynamic of Change,http://www.ncbi.nlm.nih.gov/pubmed/26270304,",,,,dataset-049,,,"
10.1002/soej.12082,,"Multigenerational Families,Food Insecurity,Children Food Insecurity,CPS-FSS,Analyzed,FSSM,Econ Tier 2",Multigenerational Families and Food Insecurity,https://www.doi.org/10.1002/soej.12082,",,,,dataset-049,,,dataset-033"
10.3390/su11051378,,"Urban Agriculture,Household Food Security,Rural-Urban Migration,Market-Oriented Agriculture,Delhi,India,Jakarta,Indonesia,Quito,Ecuador,FSSM,NonE Tier 3","Household Food Consumption Patterns and Food Security among Low-Income Migrant Urban Farmers in Delhi, Jakarta, and Quito",https://www.doi.org/10.3390/su11051378,",,,,dataset-049,,,"
,,"Food Security,Poverty,Ethiopia,Rural,FSSM,Econ Tier 3",A Profile of Food Insecurity Dynamics in Rural and Small Town Ethiopia,,",,,,dataset-049,,,"
https://doi.org/10.1007/s00038-019-01243-y,,"Food Insecurity,Prevalence,Young Adults,EPITeen,FSSM,NonE Tier 2",Household food insecurity and socio-demographic determinants in young adults: findings from a Portuguese population-based sample,https://www.doi.org/https://doi.org/10.1007/s00038-019-01243-y,",,,,dataset-049,,,"
DOI: 10.1080/00220388.2017.1324144,,"Food Security,Kolkata,Measurement of Food Security,Determinants of Food Security,FSSM,NonE Tier 1",An Empirical Investigation into Measurement and Determinants of Food Security,https://www.doi.org/DOI: 10.1080/00220388.2017.1324144,",,,,dataset-049,,,"
,,"Estimation of Household Food Security,Local Food Systems,Rural Development in the Bahamas,CPS-FSS,Citation,FSSM,JTier N/A",An Assessment of the Household Food Security Status and Local Foods Grown in Rural Bahamas,,",,,,dataset-049,,,dataset-033"
10.1093/ajae/aay029,,"Food Security,Financial Capability,Financial Literacy,Poverty,Vulnerable Households,FSSM,Econ Tier 1",Financial Capability and Food Security in Extremely Vulnerable Households,https://www.doi.org/10.1093/ajae/aay029,",,,,dataset-049,,,"
https://doi.org/10.1002/soej.12364,,"SNAP,Food Insecurity,Obesity,Food Purchases,Body Mass Index,Healthy Eating Index,Misreporting,Measurement Error,FoodAPS-FS,Analyzed,Econ Tier 2","Estimating The Associations Between Snap And Food Insecurity, Obesity, And Food Purchases With Imperfect Administrative Measures Of Participation",https://www.doi.org/https://doi.org/10.1002/soej.12364,"dataset-026,,,,dataset-057,,,"
10.1016/j.foodpol.2017.08.006,,"Food Security,SNAP,Food Stamps,Household History,SIPP-FS,Analyzed,Econ Tier 1","Household history, SNAP participation, and food insecurity",https://www.doi.org/10.1016/j.foodpol.2017.08.006,"dataset-026,,,,,,,"
,,"Gender,Household Food Security,Food Insecurity,Trinidad,FSSM,JTier N/A",Determinants of Food Security among Low Income Households in North-East Trinidad,,",,,,,,,"
10.1093/aepp/ppz011/5530149,,"Food Security,Crime,Incarceration,Food Stamps,SNAP,FSSM,Econ Tier 2","Criminal Incarceration, Statutory Bans on Food Assistance, and Food Security in Extremely Vulnerable Households: Findings from a Partnership with the North Texas Food Bank",https://www.doi.org/10.1093/aepp/ppz011/5530149,"dataset-026,,,,,,,"
10.1007/s10460-017-9805-9,,"Food Access,Bonding Social Capital,Linking Social Capital,Human Capital,Sub-Saharan Africa,Uganda,FSSM,NonE Tier 2",Social capital dimensions in household food security interventions: implications for rural Uganda,https://www.doi.org/10.1007/s10460-017-9805-9,",,,,,,,"
,,"Food Desert,Food Insecurity,Tobit Model,Urban Households,FSSM,NonE Tier 3","Determinants of Food Insecurity in Huntsville, Alabama, Metropolitan Area",,",,,,,,,"
10.1016/j.foodpol.2017.07.005,,"Food Security,Food Access,Food Insecurity Experience Scale,Poverty,Latin America,Caribbean,FSSM,Econ Tier 1",Assessing food insecurity in Latin America and the Caribbean using FAO’s Food Insecurity Experience Scale,https://www.doi.org/10.1016/j.foodpol.2017.07.005,",,,,,,,"
,,"HIV/AIDS,Food Insecurity,Psychological Well-Being,Alabama Black Belt,FSSM,JTier N/A",Food Insecurity and Psychological Well-Being Among Women Living with HIV/AIDS on Antiretroviral Therapy in the Alabama Black Belt,,",,,,,,,"
10.1017/S1368980016002548,Public health nutrition,"Adolescent,Adult,Aged,Cross-Sectional Studies,Family Characteristics,Female,Food Supply,Humans,Male,Middle Aged,Poverty,Risk Factors,Socioeconomic Factors,Urban Population,Uruguay,Young Adult,FSSM,NonE Tier 1","Influence of sociodemographic characteristics on different dimensions of household food insecurity in Montevideo, Uruguay",http://www.ncbi.nlm.nih.gov/pubmed/27745568,",,,,,,,"
10.1016/j.foodpol.2019.01.003,,"Food Insecurity,Gender Inequality,International Sample,CPS-FSS,Citation,FSSM,Econ Tier 1",What explains gender differences in food insecurity?,https://www.doi.org/10.1016/j.foodpol.2019.01.003,",,,,,,,dataset-033"
10.22434/ifamr2017.0113,,"Consumer Willingness to Pay,Ready-to-eat Breakfast Cereal,Nutrition Information,FSSM,NonE Tier 3",Exploring preferences beyond the (cereal) box: ready-to-eat breakfast cereal buying behaviors,https://www.doi.org/10.22434/ifamr2017.0113,",,,,,,,"
https://doi.org/10.1007/s10834-017-9528-5,,"Food Assistance,SNAP,WIC,Metro,Rural,SIPP-FS,Analyzed,Econ Tier 3",The Receipt of Government Food Assistance: Differences Between Metro and Non-Metro Households,https://www.doi.org/https://doi.org/10.1007/s10834-017-9528-5,"dataset-026,,,,,,,"
10.1007/s12571-016-0573-y,,"Food Insecurity,Internal Validation,Item Response Theory,Rasch Modeling,Zambia,FSSM,NonE Tier 2",Internal validity of the Food Access Survey Tool in assessing household food insecurity in rural Zambia,https://www.doi.org/10.1007/s12571-016-0573-y,",,,,,,,"
https://doi.org/10.1002/soej.12078,,"WIC,Food Insecurity,Infant,Children,NHANES-FSQ,Analyzed,Econ Tier 2",Identifying the Effects of WIC on Food Insecurity Among Infants and Children,https://www.doi.org/https://doi.org/10.1002/soej.12078,",,,dataset-048,,dataset-017,,"
10.1016/j.foodpol.2018.03.005,,"Food Store Access,Food Choices,Food Spending,Diet Quality,FoodAPS-FS,Analyzed,FSSM,Econ Tier 1",How do food retail choices vary within and between food retail environments?,https://www.doi.org/10.1016/j.foodpol.2018.03.005,",,,,,,,"
10.3390/socsci7100179,,"Higher Education,Poverty,Mixed Methods,Food Insecurity,Undergraduates,Low-Income Families,Hunger,FSSM,NonE Tier 3",Hunger in Higher Education: Experiences and Correlates of Food Insecurity among Wisconsin Undergraduates from Low-Income Families,https://www.doi.org/10.3390/socsci7100179,",,,,,,,"
10.1093/aepp/ppu009,,"Data Imputation,Food Insufficiency,Income Volatility,SIPP-FS,Analyzed,Econ Tier 2",Food Insufficiency and Income Volatility in US Households: The Effects of Imputed Income in the Survey of Income and Program Participation,https://www.doi.org/10.1093/aepp/ppu009,",,,,,,,"
10.1016/j.childyouth.2016.05.006,,"Neighborhood Poverty,Food Insecurity,Children,FSSM,NonE Tier 2",Neighborhood poverty and children's food insecurity,https://www.doi.org/10.1016/j.childyouth.2016.05.006,",,,,,,,"
